deadline_id,related_type,related_id,client_id,deadline_type,due_date,description,priority,status,reminder_sent,completed_date,completed_by,cost,internal_notes,created_on,modified_on
DL-3977,trademark,TM-0370,CL-0413,maintenance,06/08/27,Maintenance for trademark TM-0370,normal,completed,,00/00/0000,Charles Perez,2925.15,,2020-12-29,
DL-3978,trademark,TM-0371,CL-0479,maintenance,"January 20, 2027",Maintenance for trademark TM-0371,medium,completed,,2023/02/11,Betty Collins,1086.09,Legacy deadline record,28 February 2021,N/A
DL-3979,trademark,TM-0371,CL-0479,renewal,10/03/2030,Renewal for trademark TM-0371 - Fee payment required,low,pending,yes,,,2536.29,,2019-01-11,2023/12/03
DL-3980,trademark,TM-0371,CL-0479,statement of use,08/21/2026,Statement Of Use for trademark TM-0371,high,completed,,1900-01-01,Paul Anderson,450.06,,"July 31, 2021",
DL-3981,trademark,TM-0371,CL-0479,renewal,2030/11/03,Renewal for trademark TM-0371 - Fee payment required,medium,cancelled,,,,3662.27,,12-17-2021,00/00/0000
DL-3982,trademark,TM-0372,CL-0404,statement of use,02/21/27,Statement Of Use for trademark TM-0372,critical,pending,Y,,,4187.79,,22 June 2020,27/12/23
DL-3983,trademark,TM-0372,CL-0404,statement of use,09 April 2024,Statement Of Use for trademark TM-0372,urgent,cancelled,,,,3549.42,Legacy deadline record,12-26-2019,
DL-3984,trademark,TM-0372,CL-0404,declaration,23/10/2024,Declaration for trademark TM-0372,normal,completed,,2023-06-27,Ronald Robinson,2258.72,,10 March 2022,2024-02-03
DL-3985,trademark,TM-0372,CL-0404,opposition response,15/10/2024,Opposition Response for trademark TM-0372 - Response to office action required,urgent,completed,,06-20-2024,Barbara Robinson,,,07-14-2019,16/07/24
DL-3986,trademark,TM-0373,CL-0369,declaration,2027/06/11,Declaration for trademark TM-0373,urgent,completed,,07-02-2023,Helen King,4384.17,,"March 02, 2022",12/11/2023
DL-3987,trademark,TM-0374,CL-0337,renewal,2029/05/23,Renewal for trademark TM-0374 - Fee payment required,low,pending,no,,,2276.81,Legacy deadline record,31-08-2021,07/08/24
DL-3988,trademark,TM-0374,CL-0337,statement of use,2024-08-02,Statement Of Use for trademark TM-0374,medium,cancelled,,,,2301.31,,08/11/21,08-30-2024
DL-3989,trademark,TM-0375,CL-0277,maintenance,11-19-2024,Maintenance for trademark TM-0375,critical,overdue,,,,,,02/08/20,
DL-3990,trademark,TM-0375,CL-0277,statement of use,20/11/2024,Statement Of Use for trademark TM-0375,high,completed,,14/10/2024,Brian Martinez,4138.32,Legacy deadline record,2022/07/29,
DL-3991,trademark,TM-0375,CL-0277,opposition response,08-12-2025,Opposition Response for trademark TM-0375 - Response to office action required,normal,cancelled,,,,3466.15,,04 October 2020,
DL-3992,trademark,TM-0375,CL-0277,opposition response,"November 11, 2024",Opposition Response for trademark TM-0375 - Response to office action required,urgent,completed,,2023/12/21,Donald Cruz,1103.38,Legacy deadline record,2021/12/26,
DL-3993,trademark,TM-0376,CL-0309,statement of use,2025/12/13,Statement Of Use for trademark TM-0376,low,pending,,,,3363.39,,"September 12, 2022",
DL-3994,trademark,TM-0377,CL-0262,maintenance,09 October 2024,Maintenance for trademark TM-0377,urgent,overdue,,,,2882.0,Legacy deadline record,03 September 2021,
DL-3995,trademark,TM-0378,CL-0346,declaration,,Declaration for trademark TM-0378,high,pending,yes,,,,,29/05/20,
DL-3996,trademark,TM-0379,CL-0259,maintenance,2027/12/17,Maintenance for trademark TM-0379,low,completed,,31 August 2023,Gary Mitchell,2672.9,,29 August 2020,18/11/23
DL-3997,trademark,TM-0379,CL-0259,statement of use,08-11-2027,Statement Of Use for trademark TM-0379,low,cancelled,,,,4935.74,,05/08/21,
DL-3998,trademark,TM-0380,CL-0137,maintenance,23/10/2024,Maintenance for trademark TM-0380,high,overdue,,,,1694.96,,14/04/21,24-01-2024
DL-3999,trademark,TM-0380,CL-0137,statement of use,11/08/24,Statement Of Use for trademark TM-0380,low,pending,yes,,,,Legacy deadline record,28/05/2022,07 January 2023
DL-4000,trademark,TM-0381,CL-0356,renewal,05-31-2030,Renewal for trademark TM-0381 - Fee payment required,urgent,overdue,,,,4482.03,Legacy deadline record,2020/12/10,
DL-4001,trademark,TM-0381,CL-0356,maintenance,11/28/2025,Maintenance for trademark TM-0381,low,cancelled,,,,2072.77,,"May 01, 2021",
DL-4002,trademark,TM-0382,CL-0082,opposition response,01-11-2025,Opposition Response for trademark TM-0382 - Response to office action required,low,overdue,,,,552.28,,2020-02-14,20/02/2023
DL-4003,trademark,TM-0382,CL-0082,renewal,21 November 2026,Renewal for trademark TM-0382 - Fee payment required,low,pending,N,,,1724.83,Legacy deadline record,2019-07-22,
DL-4004,trademark,TM-0382,CL-0082,statement of use,11/22/27,Statement Of Use for trademark TM-0382,normal,overdue,,,,2034.9,,Unknown,22-12-2023
DL-4005,trademark,TM-0382,CL-0082,statement of use,02-09-2026,Statement Of Use for trademark TM-0382,high,completed,,19/09/2023,Karen Carter,3550.64,,18 December 2023,
DL-4006,trademark,TM-0383,CL-0220,opposition response,30-04-2024,Opposition Response for trademark TM-0383 - Response to office action required,normal,pending,no,,,,,2020/08/28,
DL-4007,trademark,TM-0384,CL-0020,statement of use,25-06-2025,Statement Of Use for trademark TM-0384,urgent,completed,,26/01/2024,Gary Walker,,,2023-12-15,
DL-4008,trademark,TM-0384,CL-0020,maintenance,"March 24, 2024",Maintenance for trademark TM-0384,high,overdue,,,,,Legacy deadline record,04/13/19,2024-10-29
DL-4009,trademark,TM-0384,CL-0020,opposition response,04/28/25,Opposition Response for trademark TM-0384 - Response to office action required,critical,completed,,27-04-2024,Sandra Perez,3840.57,,18 August 2020,09/01/24
DL-4010,trademark,TM-0385,CL-0276,opposition response,03/18/2024,Opposition Response for trademark TM-0385 - Response to office action required,low,pending,,,,,,10/01/2019,2023-12-17
DL-4011,trademark,TM-0385,CL-0276,opposition response,22/11/25,Opposition Response for trademark TM-0385 - Response to office action required,high,pending,N,,,3214.75,,11/18/2023,
DL-4012,trademark,TM-0386,CL-0113,declaration,09/07/25,Declaration for trademark TM-0386,critical,overdue,,,,,,11/02/18,02-09-2023
DL-4013,trademark,TM-0386,CL-0113,renewal,2028-08-20,Renewal for trademark TM-0386 - Fee payment required,high,completed,,2024-10-02,Kimberly Jackson,,,03-04-2021,2023-11-14
DL-4014,trademark,TM-0386,CL-0113,declaration,21 August 2025,Declaration for trademark TM-0386,urgent,pending,,,,950.22,,14-01-2021,11-07-2024
DL-4015,trademark,TM-0386,CL-0113,statement of use,24/02/2026,Statement Of Use for trademark TM-0386,medium,pending,yes,,,1288.93,,10/05/2020,
DL-4016,trademark,TM-0387,CL-0067,renewal,2025/12/24,Renewal for trademark TM-0387 - Fee payment required,medium,pending,yes,,,2954.39,,2018/11/27,
DL-4017,trademark,TM-0387,CL-0067,declaration,16 July 2026,Declaration for trademark TM-0387,high,cancelled,,,,3686.1,,06/05/18,10-05-2023
DL-4018,trademark,TM-0387,CL-0067,opposition response,14 March 2025,Opposition Response for trademark TM-0387 - Response to office action required,urgent,completed,,08/19/2024,Nancy Harris,1555.56,,25-08-2023,20-12-2023
DL-4019,trademark,TM-0388,CL-0407,maintenance,14/02/2024,Maintenance for trademark TM-0388,critical,overdue,,,,3193.19,,13 May 2018,
DL-4020,trademark,TM-0389,CL-0319,opposition response,27-04-2025,Opposition Response for trademark TM-0389 - Response to office action required,high,overdue,,,,,,2021-04-09,
DL-4021,trademark,TM-0389,CL-0319,opposition response,06/07/2024,Opposition Response for trademark TM-0389 - Response to office action required,high,overdue,,,,782.13,Legacy deadline record,05/30/2018,00/00/0000
DL-4022,trademark,TM-0389,CL-0319,declaration,2025/05/16,Declaration for trademark TM-0389,urgent,pending,yes,,,,,2022/06/22,
DL-4023,trademark,TM-0389,CL-0319,maintenance,05-18-2027,Maintenance for trademark TM-0389,medium,completed,,04/03/24,Joshua Ramirez,,,2022-10-23,04/22/2023
DL-4024,trademark,TM-0390,CL-0375,opposition response,12/16/24,Opposition Response for trademark TM-0390 - Response to office action required,urgent,cancelled,,,,952.45,,11-23-2022,
DL-4025,trademark,TM-0391,CL-0121,statement of use,08/03/2024,Statement Of Use for trademark TM-0391,high,overdue,,,,937.47,,2018/05/08,
DL-4026,trademark,TM-0391,CL-0121,opposition response,"July 27, 2025",Opposition Response for trademark TM-0391 - Response to office action required,urgent,cancelled,,,,2704.06,,06/05/2021,
DL-4027,trademark,TM-0391,CL-0121,renewal,31/01/2026,Renewal for trademark TM-0391 - Fee payment required,urgent,completed,,2023/06/22,Patricia Evans,4515.58,,19/12/22,
DL-4028,trademark,TM-0392,CL-0024,opposition response,02 January 2025,Opposition Response for trademark TM-0392 - Response to office action required,medium,pending,no,,,,,2020/06/27,
DL-4029,trademark,TM-0393,CL-0453,statement of use,2026/08/27,Statement Of Use for trademark TM-0393,normal,overdue,,,,2329.06,Legacy deadline record,11-03-2022,
DL-4030,trademark,TM-0394,CL-0492,renewal,2028-10-20,Renewal for trademark TM-0394 - Fee payment required,critical,completed,,2024-11-03,Dorothy Wright,612.78,,23 November 2021,2023/02/05
DL-4031,trademark,TM-0395,CL-0407,opposition response,25/06/2025,Opposition Response for trademark TM-0395 - Response to office action required,high,overdue,,,,4153.46,,18-04-2018,
DL-4032,trademark,TM-0396,CL-0410,maintenance,28 March 2024,Maintenance for trademark TM-0396,medium,completed,,11-05-2024,Barbara Morales,2859.12,Legacy deadline record,"December 08, 2020",10/30/2024
DL-4033,trademark,TM-0396,CL-0410,renewal,07/22/25,Renewal for trademark TM-0396 - Fee payment required,normal,overdue,,,,,,TBD,
DL-4034,trademark,TM-0396,CL-0410,declaration,06 February 2027,Declaration for trademark TM-0396,medium,completed,,2024-03-13,Christopher Gonzalez,,Legacy deadline record,03/24/20,
DL-4035,trademark,TM-0397,CL-0343,maintenance,"May 12, 2026",Maintenance for trademark TM-0397,urgent,overdue,,,,2773.23,,28/07/2019,
DL-4036,trademark,TM-0397,CL-0343,renewal,02/05/2026,Renewal for trademark TM-0397 - Fee payment required,low,pending,,,,4475.47,,09/06/2020,
DL-4037,trademark,TM-0397,CL-0343,maintenance,04-13-2027,Maintenance for trademark TM-0397,low,completed,,"March 24, 2023",Karen Rodriguez,2205.35,,05/19/2021,
DL-4038,trademark,TM-0397,CL-0343,renewal,"October 01, 2024",Renewal for trademark TM-0397 - Fee payment required,normal,completed,,22/05/2024,Helen Rivera,938.57,,2021-02-28,
DL-4039,trademark,TM-0398,CL-0186,maintenance,"April 05, 2025",Maintenance for trademark TM-0398,medium,completed,,19-06-2024,Edward Harris,,,12-19-2020,
DL-4040,trademark,TM-0398,CL-0186,maintenance,06/30/2025,Maintenance for trademark TM-0398,low,cancelled,,,,,,06-15-2021,
DL-4041,trademark,TM-0399,CL-0025,declaration,09/11/26,Declaration for trademark TM-0399,critical,overdue,,,,166.39,,05 November 2022,
DL-4042,trademark,TM-0399,CL-0025,opposition response,09 January 2025,Opposition Response for trademark TM-0399 - Response to office action required,medium,completed,,21/06/23,Joshua Anderson,1068.63,,16 June 2023,07/28/2023
DL-4043,trademark,TM-0400,CL-0109,statement of use,02/02/27,Statement Of Use for trademark TM-0400,high,cancelled,,,,198.91,Legacy deadline record,02/07/2019,21 March 2024
DL-4044,trademark,TM-0401,CL-0422,renewal,2025/12/15,Renewal for trademark TM-0401 - Fee payment required,low,completed,,2023/05/09,Jacob Walker,,,30 May 2018,
DL-4045,trademark,TM-0401,CL-0422,maintenance,29 March 2026,Maintenance for trademark TM-0401,low,cancelled,,,,1836.05,,"February 23, 2020",
DL-4046,trademark,TM-0401,CL-0422,renewal,11/05/2028,Renewal for trademark TM-0401 - Fee payment required,normal,overdue,,,,,Legacy deadline record,03-11-2023,2023/06/27
DL-4047,trademark,TM-0401,CL-0422,declaration,2025/03/30,Declaration for trademark TM-0401,urgent,completed,,2023/06/19,William Thompson,,,"March 29, 2019",
DL-4048,trademark,TM-0402,CL-0016,statement of use,06/22/27,Statement Of Use for trademark TM-0402,normal,pending,N,,,2408.99,,22/05/22,
DL-4049,trademark,TM-0403,CL-0246,declaration,,Declaration for trademark TM-0403,normal,completed,,05-18-2024,Steven Thomas,4387.76,Legacy deadline record,01/17/2023,
DL-4050,trademark,TM-0404,CL-0483,opposition response,19 May 2024,Opposition Response for trademark TM-0404 - Response to office action required,high,overdue,,,,911.8,,02-05-2021,
DL-4051,trademark,TM-0404,CL-0483,renewal,07-01-2026,Renewal for trademark TM-0404 - Fee payment required,low,cancelled,,,,3068.21,Legacy deadline record,2023/10/13,
DL-4052,trademark,TM-0405,CL-0221,declaration,28/10/27,Declaration for trademark TM-0405,high,completed,,07 April 2023,William Baker,,,01 February 2022,
DL-4053,trademark,TM-0405,CL-0221,opposition response,12-15-2024,Opposition Response for trademark TM-0405 - Response to office action required,normal,overdue,,,,3083.63,Legacy deadline record,06/27/2019,28/04/2023
DL-4054,trademark,TM-0406,CL-0196,declaration,2024/07/20,Declaration for trademark TM-0406,normal,overdue,,,,,,12-19-2018,29/10/23
DL-4055,trademark,TM-0406,CL-0196,opposition response,04/26/2024,Opposition Response for trademark TM-0406 - Response to office action required,high,completed,,18/05/2024,Nancy Stewart,3403.92,Legacy deadline record,2021/01/30,
DL-4056,trademark,TM-0406,CL-0196,opposition response,2024-09-20,Opposition Response for trademark TM-0406 - Response to office action required,high,overdue,,,,3070.69,,01-09-2023,01/11/24
DL-4057,trademark,TM-0406,CL-0196,opposition response,10/07/24,Opposition Response for trademark TM-0406 - Response to office action required,urgent,pending,,,,,,31/05/2023,11-01-2024
DL-4058,trademark,TM-0407,CL-0301,maintenance,"April 26, 2025",Maintenance for trademark TM-0407,urgent,pending,Y,,,427.51,,20-12-2023,
DL-4059,trademark,TM-0407,CL-0301,opposition response,01 September 2024,Opposition Response for trademark TM-0407 - Response to office action required,normal,completed,,23/12/24,Patricia Gonzalez,4755.12,,N/A,
DL-4060,trademark,TM-0408,CL-0024,declaration,2025/04/14,Declaration for trademark TM-0408,critical,overdue,,,,4554.54,,27 December 2022,2024/08/03
DL-4061,trademark,TM-0408,CL-0024,statement of use,08 August 2025,Statement Of Use for trademark TM-0408,low,cancelled,,,,4160.49,Legacy deadline record,24 November 2019,
DL-4062,trademark,TM-0408,CL-0024,maintenance,19/10/2026,Maintenance for trademark TM-0408,medium,pending,N,,,4897.01,,03-22-2018,"January 01, 2024"
DL-4063,trademark,TM-0408,CL-0024,renewal,2028-08-20,Renewal for trademark TM-0408 - Fee payment required,high,overdue,,,,1797.78,,09-07-2022,
DL-4064,trademark,TM-0409,CL-0368,renewal,"June 11, 2028",Renewal for trademark TM-0409 - Fee payment required,urgent,pending,,,,4796.51,,08-20-2021,2024/11/11
DL-4065,trademark,TM-0410,CL-0048,statement of use,04 January 2027,Statement Of Use for trademark TM-0410,high,cancelled,,,,4583.45,,2019-01-29,08-01-2023
DL-4066,trademark,TM-0411,CL-0265,renewal,30-09-2029,Renewal for trademark TM-0411 - Fee payment required,low,pending,yes,,,4254.92,,03/13/22,04-10-2024
DL-4067,trademark,TM-0411,CL-0265,statement of use,23-06-2026,Statement Of Use for trademark TM-0411,low,overdue,,,,,,2020/12/10,09/11/2024
DL-4068,trademark,TM-0412,CL-0210,renewal,2027-02-25,Renewal for trademark TM-0412 - Fee payment required,high,cancelled,,,,3255.85,Legacy deadline record,"November 19, 2023","May 22, 2024"
DL-4069,trademark,TM-0413,CL-0316,renewal,12-31-2028,Renewal for trademark TM-0413 - Fee payment required,urgent,completed,,2024/05/30,Kevin Flores,3548.35,,01/23/2022,
DL-4070,trademark,TM-0413,CL-0316,statement of use,17-02-2025,Statement Of Use for trademark TM-0413,normal,completed,,21/06/23,Sarah Thompson,4765.06,,07/25/18,
DL-4071,trademark,TM-0413,CL-0316,renewal,06/18/2026,Renewal for trademark TM-0413 - Fee payment required,normal,cancelled,,,,717.95,Legacy deadline record,04/12/2023,2023-04-03
DL-4072,trademark,TM-0413,CL-0316,declaration,00/00/0000,Declaration for trademark TM-0413,critical,pending,Y,,,4049.75,,2023/04/11,
DL-4073,trademark,TM-0414,CL-0213,maintenance,11/20/2027,Maintenance for trademark TM-0414,urgent,cancelled,,,,2257.69,,2018/08/03,
DL-4074,trademark,TM-0415,CL-0449,renewal,08-29-2027,Renewal for trademark TM-0415 - Fee payment required,urgent,cancelled,,,,,,"January 09, 2021",
DL-4075,trademark,TM-0415,CL-0449,statement of use,11 April 2025,Statement Of Use for trademark TM-0415,high,overdue,,,,2578.15,,10/02/2018,
DL-4076,trademark,TM-0415,CL-0449,opposition response,23-03-2024,Opposition Response for trademark TM-0415 - Response to office action required,normal,pending,Y,,,,,TBD,2024/11/09
DL-4077,trademark,TM-0416,CL-0029,renewal,2025-09-26,Renewal for trademark TM-0416 - Fee payment required,critical,overdue,,,,4410.81,,2021-02-19,
DL-4078,trademark,TM-0417,CL-0459,statement of use,18-02-2026,Statement Of Use for trademark TM-0417,normal,completed,,06/21/2024,Kevin Morales,,,03/31/19,
DL-4079,trademark,TM-0417,CL-0459,opposition response,30 May 2025,Opposition Response for trademark TM-0417 - Response to office action required,medium,pending,yes,,,,,2020-10-28,09/08/2024
DL-4080,trademark,TM-0417,CL-0459,declaration,21/03/2025,Declaration for trademark TM-0417,low,overdue,,,,185.09,,12-21-2022,
DL-4081,trademark,TM-0417,CL-0459,renewal,2025-01-13,Renewal for trademark TM-0417 - Fee payment required,low,overdue,,,,,,23/12/23,
DL-4082,trademark,TM-0418,CL-0327,statement of use,26/05/27,Statement Of Use for trademark TM-0418,low,cancelled,,,,848.01,,07-04-2023,"September 27, 2023"
DL-4083,trademark,TM-0418,CL-0327,opposition response,08/11/2025,Opposition Response for trademark TM-0418 - Response to office action required,medium,completed,,11/13/23,Barbara Rodriguez,4014.86,,2019-05-08,"July 05, 2023"
DL-4084,trademark,TM-0418,CL-0327,statement of use,08/14/2025,Statement Of Use for trademark TM-0418,critical,cancelled,,,,3822.32,,21/11/18,
DL-4085,trademark,TM-0418,CL-0327,maintenance,2024/05/04,Maintenance for trademark TM-0418,high,completed,,17-11-2024,Patricia Morales,,,10/09/2022,
DL-4086,trademark,TM-0419,CL-0198,opposition response,14/08/2025,Opposition Response for trademark TM-0419 - Response to office action required,normal,overdue,,,,4946.46,Legacy deadline record,08/12/2022,2024/10/13
DL-4087,trademark,TM-0419,CL-0198,maintenance,2025-09-25,Maintenance for trademark TM-0419,low,completed,,06-13-2024,Timothy Murphy,,,11/12/23,
DL-4088,trademark,TM-0419,CL-0198,maintenance,06-13-2024,Maintenance for trademark TM-0419,critical,cancelled,,,,2234.05,,2019/11/24,
DL-4089,trademark,TM-0420,CL-0275,opposition response,2024-02-08,Opposition Response for trademark TM-0420 - Response to office action required,medium,pending,yes,,,,,18/02/22,2024/08/14
DL-4090,trademark,TM-0420,CL-0275,renewal,N/A,Renewal for trademark TM-0420 - Fee payment required,critical,overdue,,,,718.5,,1900-01-01,
DL-4091,trademark,TM-0421,CL-0036,maintenance,2027/02/01,Maintenance for trademark TM-0421,high,pending,yes,,,2318.26,,07/25/2018,2023-07-28
DL-4092,trademark,TM-0421,CL-0036,statement of use,03/02/26,Statement Of Use for trademark TM-0421,urgent,completed,,"March 24, 2024",Jason Garcia,127.57,Legacy deadline record,"August 17, 2019",
DL-4093,trademark,TM-0422,CL-0249,maintenance,2025/04/22,Maintenance for trademark TM-0422,low,cancelled,,,,1134.33,Legacy deadline record,"July 03, 2020",
DL-4094,trademark,TM-0422,CL-0249,opposition response,2025-11-28,Opposition Response for trademark TM-0422 - Response to office action required,medium,overdue,,,,3015.69,Legacy deadline record,"March 14, 2023",
DL-4095,trademark,TM-0422,CL-0249,opposition response,15-09-2024,Opposition Response for trademark TM-0422 - Response to office action required,low,overdue,,,,1222.71,,Unknown,2023/12/09
DL-4096,trademark,TM-0423,CL-0268,opposition response,Unknown,Opposition Response for trademark TM-0423 - Response to office action required,critical,overdue,,,,,,"March 22, 2021",15/10/23
DL-4097,trademark,TM-0423,CL-0268,statement of use,07/03/2024,Statement Of Use for trademark TM-0423,critical,cancelled,,,,4955.54,,2019-02-23,
DL-4098,trademark,TM-0424,CL-0372,maintenance,07/05/2024,Maintenance for trademark TM-0424,urgent,pending,yes,,,2817.34,Legacy deadline record,"June 07, 2018",
DL-4099,trademark,TM-0425,CL-0114,statement of use,08-29-2025,Statement Of Use for trademark TM-0425,urgent,cancelled,,,,4211.79,,06/09/20,01/31/2024
DL-4100,trademark,TM-0425,CL-0114,declaration,"September 24, 2025",Declaration for trademark TM-0425,medium,cancelled,,,,,,02/02/2023,
DL-4101,trademark,TM-0425,CL-0114,renewal,03/26/2024,Renewal for trademark TM-0425 - Fee payment required,medium,overdue,,,,3668.45,,02 April 2018,
DL-4102,trademark,TM-0425,CL-0114,maintenance,12-21-2025,Maintenance for trademark TM-0425,high,cancelled,,,,,Legacy deadline record,00/00/0000,
DL-4103,trademark,TM-0426,CL-0078,maintenance,"September 22, 2027",Maintenance for trademark TM-0426,low,pending,N,,,424.3,Legacy deadline record,2020/09/03,
DL-4104,trademark,TM-0426,CL-0078,statement of use,05/01/2024,Statement Of Use for trademark TM-0426,normal,completed,,12 January 2024,Barbara Thompson,141.3,,"March 24, 2022",
DL-4105,trademark,TM-0427,CL-0236,opposition response,02/05/25,Opposition Response for trademark TM-0427 - Response to office action required,normal,cancelled,,,,1679.49,,02-07-2019,08/11/2023
DL-4106,trademark,TM-0427,CL-0236,renewal,28/03/30,Renewal for trademark TM-0427 - Fee payment required,urgent,completed,,01/03/23,Betty Collins,,,24/05/19,
DL-4107,trademark,TM-0427,CL-0236,declaration,28/06/2025,Declaration for trademark TM-0427,high,overdue,,,,1927.61,,2020-10-03,
DL-4108,trademark,TM-0427,CL-0236,renewal,2025-01-30,Renewal for trademark TM-0427 - Fee payment required,low,cancelled,,,,2588.6,,,
DL-4109,trademark,TM-0428,CL-0427,renewal,01/04/2026,Renewal for trademark TM-0428 - Fee payment required,low,overdue,,,,,,23/01/2021,28-03-2024
DL-4110,trademark,TM-0428,CL-0427,opposition response,08-31-2024,Opposition Response for trademark TM-0428 - Response to office action required,medium,overdue,,,,986.39,,09 January 2022,
DL-4111,trademark,TM-0429,CL-0069,declaration,06/21/27,Declaration for trademark TM-0429,low,overdue,,,,,,"February 10, 2018",
DL-4112,trademark,TM-0429,CL-0069,statement of use,2027/04/02,Statement Of Use for trademark TM-0429,medium,cancelled,,,,3400.31,,10-21-2023,15/08/2023
DL-4113,trademark,TM-0430,CL-0081,maintenance,08-31-2025,Maintenance for trademark TM-0430,high,completed,,04/06/2023,George Hall,2063.09,,"September 22, 2018",11-01-2023
DL-4114,trademark,TM-0430,CL-0081,maintenance,"January 15, 2024",Maintenance for trademark TM-0430,high,overdue,,,,,,2020/11/09,02/05/23
DL-4115,trademark,TM-0431,CL-0361,declaration,19/10/24,Declaration for trademark TM-0431,normal,pending,,,,2051.8,,03/01/19,
DL-4116,trademark,TM-0431,CL-0361,renewal,30 December 2026,Renewal for trademark TM-0431 - Fee payment required,urgent,overdue,,,,2950.63,,09/06/18,
DL-4117,trademark,TM-0432,CL-0026,opposition response,,Opposition Response for trademark TM-0432 - Response to office action required,high,completed,,2024-05-27,Ronald Robinson,3807.28,,12/14/22,02/12/2023
DL-4118,trademark,TM-0432,CL-0026,renewal,03/03/30,Renewal for trademark TM-0432 - Fee payment required,low,pending,,,,308.5,,28 June 2020,10 May 2023
DL-4119,trademark,TM-0432,CL-0026,opposition response,02/03/25,Opposition Response for trademark TM-0432 - Response to office action required,critical,overdue,,,,,,19/11/2020,02 March 2024
DL-4120,trademark,TM-0433,CL-0341,declaration,09 January 2027,Declaration for trademark TM-0433,low,completed,,10/23/24,Ruth Wilson,4121.59,,01/29/2023,29-03-2024
DL-4121,trademark,TM-0433,CL-0341,maintenance,2025-03-12,Maintenance for trademark TM-0433,high,completed,,25 October 2023,Jacob Walker,4005.11,Legacy deadline record,2022-01-01,
DL-4122,trademark,TM-0434,CL-0005,opposition response,2024-09-08,Opposition Response for trademark TM-0434 - Response to office action required,urgent,completed,,20/03/2023,Thomas Torres,,,12-13-2018,
DL-4123,trademark,TM-0435,CL-0054,opposition response,02/10/24,Opposition Response for trademark TM-0435 - Response to office action required,critical,completed,,09/07/2024,Joshua Jackson,,,"December 09, 2023",
DL-4124,trademark,TM-0435,CL-0054,statement of use,03/08/2027,Statement Of Use for trademark TM-0435,normal,pending,Y,,,2368.61,Legacy deadline record,02/22/2020,2024-09-15
DL-4125,trademark,TM-0435,CL-0054,declaration,07 December 2024,Declaration for trademark TM-0435,low,overdue,,,,4689.09,,06/26/19,
DL-4126,trademark,TM-0436,CL-0106,maintenance,2025/12/16,Maintenance for trademark TM-0436,medium,overdue,,,,,,07-08-2018,2023/03/19
DL-4127,trademark,TM-0436,CL-0106,renewal,15/04/2026,Renewal for trademark TM-0436 - Fee payment required,high,overdue,,,,,Legacy deadline record,22 June 2023,
DL-4128,trademark,TM-0437,CL-0316,statement of use,02/13/25,Statement Of Use for trademark TM-0437,critical,overdue,,,,1747.23,Legacy deadline record,2019-11-12,
DL-4129,trademark,TM-0437,CL-0316,maintenance,2026/05/06,Maintenance for trademark TM-0437,urgent,overdue,,,,1297.66,,12/11/18,
DL-4130,trademark,TM-0437,CL-0316,maintenance,03-10-2025,Maintenance for trademark TM-0437,low,pending,Y,,,1462.82,,10/23/18,
DL-4131,trademark,TM-0438,CL-0032,statement of use,2027/12/29,Statement Of Use for trademark TM-0438,high,cancelled,,,,2041.96,Legacy deadline record,N/A,04/21/2024
DL-4132,trademark,TM-0438,CL-0032,renewal,29-12-2026,Renewal for trademark TM-0438 - Fee payment required,medium,cancelled,,,,3150.53,Legacy deadline record,2023-12-01,
DL-4133,trademark,TM-0439,CL-0452,opposition response,14 December 2024,Opposition Response for trademark TM-0439 - Response to office action required,urgent,overdue,,,,,,10/27/2021,04-11-2023
DL-4134,trademark,TM-0439,CL-0452,maintenance,10/04/2027,Maintenance for trademark TM-0439,low,completed,,09/25/2024,Jennifer Parker,,,11/04/18,12/06/24
DL-4135,trademark,TM-0440,CL-0418,statement of use,"July 11, 2026",Statement Of Use for trademark TM-0440,high,completed,,11/13/2023,Jason Gomez,3607.88,,2020/02/18,
DL-4136,trademark,TM-0440,CL-0418,renewal,21-08-2028,Renewal for trademark TM-0440 - Fee payment required,urgent,completed,,28/05/2023,Andrew Thomas,1074.81,,07/16/2022,2024-05-27
DL-4137,trademark,TM-0440,CL-0418,declaration,11/04/2024,Declaration for trademark TM-0440,critical,cancelled,,,,465.45,Legacy deadline record,09/01/2023,04/05/2023
DL-4138,trademark,TM-0440,CL-0418,renewal,2026/02/08,Renewal for trademark TM-0440 - Fee payment required,critical,cancelled,,,,182.75,,03-02-2018,2024-07-08
DL-4139,trademark,TM-0441,CL-0284,opposition response,2025-02-05,Opposition Response for trademark TM-0441 - Response to office action required,low,cancelled,,,,,Legacy deadline record,"November 15, 2023",
DL-4140,trademark,TM-0441,CL-0284,opposition response,10/01/2025,Opposition Response for trademark TM-0441 - Response to office action required,urgent,overdue,,,,2201.86,,2019/04/26,2023/02/28
DL-4141,trademark,TM-0441,CL-0284,declaration,2024/04/03,Declaration for trademark TM-0441,high,overdue,,,,1025.34,,02 December 2019,1900-01-01
DL-4142,trademark,TM-0441,CL-0284,maintenance,17 March 2025,Maintenance for trademark TM-0441,low,pending,yes,,,,,2021/07/27,
DL-4143,trademark,TM-0442,CL-0123,statement of use,10/06/27,Statement Of Use for trademark TM-0442,low,completed,,17/10/2023,Richard Miller,4314.52,,2018-10-25,02/19/23
DL-4144,trademark,TM-0443,CL-0306,maintenance,02/01/2025,Maintenance for trademark TM-0443,low,cancelled,,,,1799.25,,06/02/2021,04/04/23
