tm_id,client_id,mark_text,mark_type,mark_description,goods_services,nice_classes,vienna_classes,application_number,registration_number,filing_date,priority_date,publication_date,registration_date,renewal_date,expiry_date,jurisdiction,trademark_office,status,opposition_period_end,use_basis,first_use_date,first_use_commerce_date,attorney_ref,internal_ref,estimated_cost,actual_cost,created_on,modified_on,notes
TM-0317,CL-0188,SMARTFLOW,word,,Pharmaceutical preparations,"9,45",,88/559849,,10-01-2019,,11/05/2020,,,,United States,USPTO,registered,,,,,ATT-4836,TM-INT-7850,4201.21,,17 August 2019,12-09-2023,Legacy trademark record
TM-0318,CL-0478,CAREPLUS,composite,,Educational services,"28, 10, 16",,88/507031,5046239,09/21/18,,14-01-2019,,,,GB,UKIPO,registered,,,,,,TM-INT-2134,6694.9,808.18,08-03-2020,,
TM-0319,CL-0346,MOTORPRO,logo,Trademark for MOTORPRO,Medical devices,"44,38","27.05.01, 26.01.03",88/694532,5291953,07/29/21,2019-08-09,01/09/2020,,,,GB,UKIPO,registered,,,,,ATT-5912,,7601.62,,"August 26, 2022",28-11-2024,
TM-0320,CL-0086,NOVALUX,word,,Medical devices,"28, 36, 21",,87/171733,,12 October 2020,,,,,,US,USPTO,opposed,,use-in-commerce,13/10/17,2019/11/01,ATT-7899,TM-INT-8916,6269.02,11690.78,05/19/19,26/06/2023,Legacy trademark record
TM-0321,CL-0042,INNOVATEX,combined,Trademark for INNOVATEX,Telecommunications services,42,,90/232440,6714259,2022/04/11,,2024/10/02,2024-06-18,02/09/2027,03/09/2028,United States,USPTO,published,,,,,ATT-1044,TM-INT-1520,10515.34,,30-08-2022,02/05/23,
TM-0322,CL-0385,MOTORPRO415,logo,Trademark for MOTORPRO415,Financial services,"35,1,3","27.05.01, 26.01.03",90/208636,5089441,09-10-2022,,2024-01-20,,,,GB,UKIPO,published,,,,,ATT-2986,TM-INT-5683,11399.43,,2018-04-05,N/A,
TM-0323,CL-0134,SPEEDWAY,composite,,Clothing and apparel,"17,32",,88/908373,,21/09/23,,16-10-2019,,,,US,USPTO,expired,,1(a),05-05-2019,2021-12-16,ATT-1196,TM-INT-1641,1738.65,8746.26,05-17-2023,2024-11-26,
TM-0324,CL-0231,SYSTEMCORE905,logo,Trademark for SYSTEMCORE905,Automotive parts,25,"27.05.01, 26.01.03",89/201936,,30/04/2020,15 July 2020,,,,,DE,DPMA,opposed,,,,,ATT-1778,,,8899.76,2019/12/24,2024/08/13,
TM-0325,CL-0072,NEXGEN,combined,Trademark for NEXGEN,Automotive parts,"9,3","27.05.01, 26.01.03",89/369365,,"June 18, 2023",,,,,,JP,JPO,registered,,,,,,TM-INT-7996,12231.61,10726.29,"September 21, 2022",2023-12-19,
TM-0326,CL-0351,DATAFLOW,combined,Trademark for DATAFLOW,Construction materials,"5, 30","27.05.01, 26.01.03",88/561324,,06/26/2022,,25/07/22,,,,CN,CNIPA,pending,,,,,ATT-6554,TM-INT-5206,9461.01,10089.74,04/20/22,2024/06/29,
TM-0327,CL-0493,SPEEDWAY536,,,Computer software and hardware,"9,17",,87/835309,,03-26-2019,,"February 07, 2021",,,,Europe,EUIPO,abandoned,,,,,ATT-6903,,1820.41,6402.28,07/02/18,,
TM-0328,CL-0010,CARTECH,design,Trademark for CARTECH,Food and beverages,42,"27.05.01, 26.01.03",88/945756,,13/05/2018,,,,,,United States,USPTO,registered,,intent-to-use,,,ATT-5722,,13333.51,,24/04/2022,,
TM-0329,CL-0443,SMARTFLOW,word,,Pharmaceutical preparations,"32,29",,89/833733,,,08/05/19,"January 19, 2022",2020/03/10,"December 29, 2027",2030/02/24,GB,UKIPO,abandoned,,,,,ATT-7787,TM-INT-2027,,,"March 04, 2023",,Legacy trademark record
TM-0330,CL-0206,TECHVISION232,composite,,Educational services,"11,3",,90/811846,,11-01-2023,,,,,,USA,USPTO,pending,,intent-to-use,,,,TM-INT-7131,3143.66,8797.46,2022/12/29,2024/08/18,
TM-0331,CL-0316,FUTURETECH,combined,Trademark for FUTURETECH,Financial services,9,"27.05.01, 26.01.03",90/908063,,12-04-2020,19-09-2018,12/08/2024,08/14/23,2027/06/10,08/28/31,USA,USPTO,published,,1(b),,,ATT-6296,TM-INT-8586,2736.07,11332.46,2020/11/18,2024-01-11,
TM-0332,CL-0460,ADVANCEDSYS539,design,Trademark for ADVANCEDSYS539,Pharmaceutical preparations,"3,36,35","27.05.01, 26.01.03",89/518247,,02/10/2018,,2019/04/03,01/01/21,10/01/27,1900-01-01,Europe,EUIPO,pending,,,,,ATT-3010,TM-INT-3675,,1470.74,10/08/21,,Legacy trademark record
TM-0333,CL-0124,DRIVETEC,combined,Trademark for DRIVETEC,Financial services,10,,89/533636,,28/11/2020,2019-10-18,2021/12/30,08-24-2020,2028-10-26,00/00/0000,USA,USPTO,published,,1(b),,,ATT-1120,,11190.88,,11 June 2020,12/13/2024,
TM-0334,CL-0002,LIFETEC,word,,Computer software and hardware,"20,19",,90/306877,5960565,24/07/21,,2024/11/18,,,,United States,USPTO,opposed,,1(b),,,,TM-INT-4937,1717.98,,05-04-2018,19-09-2023,
TM-0335,CL-0044,DATASYNC525,,,Medical devices,"38,16,10",,87/850456,5850713,19-09-2019,,,,,,JP,JPO,expired,,,,,ATT-7845,TM-INT-9621,13839.11,7600.78,01/12/23,,
TM-0336,CL-0240,LIFETEC,word,,Computer software and hardware,5,,90/910918,,"September 09, 2020",06-10-2021,,26-11-2024,04/02/2030,"September 08, 2028",EU,EUIPO,registered,,,,,ATT-7318,TM-INT-5918,,9304.4,25/08/20,,Legacy trademark record
TM-0337,CL-0011,MOTORPRO,design,Trademark for MOTORPRO,Educational services,"28, 42, 21",,88/932293,6318087,2021/12/31,,,27/02/22,19/07/29,04/12/2034,US,USPTO,abandoned,,1(a),31 May 2022,06/12/2016,ATT-3882,TM-INT-7116,14222.89,,18/08/20,2023/10/20,
TM-0338,CL-0223,CYBERTECH789,composite,,Computer software and hardware,"9,30,21",,87/823496,6674457,01-10-2019,"March 08, 2019",,00/00/0000,09/02/2027,02/10/2030,DE,DPMA,cancelled,,,,,,TM-INT-7629,2224.25,,02/12/2019,06/11/2024,
TM-0339,CL-0012,INNOVATE,logo,Trademark for INNOVATE,Food and beverages,32,,89/775274,6325961,07-05-2020,,,,,,JP,JPO,pending,,,,,ATT-4506,TM-INT-3141,3638.78,,19/08/18,2024/12/16,Legacy trademark record
TM-0340,CL-0416,DATATECH307,word,,Telecommunications services,"44,42,12",,89/528620,,"February 28, 2021",,,,,,DE,DPMA,expired,,,,,ATT-6483,TM-INT-3442,3763.02,3223.8,13-06-2023,11/10/23,Legacy trademark record
TM-0341,CL-0002,TECHVISION,logo,Trademark for TECHVISION,Educational services,"17,11,1",,88/102559,,03 May 2022,23/02/2020,04/01/21,2024-03-11,17/03/2025,11/07/2029,CN,CNIPA,expired,,,,,ATT-3020,TM-INT-6804,9854.54,10287.07,14 March 2020,,
TM-0342,CL-0471,FUTURETECH394,composite,,Medical devices,"11,42,16",,87/395372,5145152,,,2022/04/24,27-05-2022,30 April 2028,11/07/2032,GB,UKIPO,registered,,,,,ATT-4945,TM-INT-7891,2357.21,,02/06/20,2023-08-09,
TM-0343,CL-0403,SYSTEMCORE,word,,Food and beverages,"45, 20",,90/702753,5427013,"August 10, 2021",,22/10/20,,,,United States,USPTO,published,"December 24, 2024",1(b),,,ATT-8492,TM-INT-4234,5833.92,11344.72,2023-05-05,,
TM-0344,CL-0246,DATATECH,combined,Trademark for DATATECH,Medical devices,"38,18,19",,88/955272,,08/12/2021,,,,,,US,USPTO,opposed,,1(a),2022-06-18,10/22/2017,ATT-6107,TM-INT-7572,10339.8,,05/10/22,,
TM-0345,CL-0288,AUTOTECH,composite,,Food and beverages,3,,87/191927,,10-16-2023,,,24-06-2022,08-25-2027,08 November 2034,DE,DPMA,abandoned,,,,,ATT-7060,TM-INT-4139,6136.49,6426.7,06-14-2022,,Legacy trademark record
TM-0346,CL-0323,GREENTECH,logo,Trademark for GREENTECH,Pharmaceutical preparations,"44,1","27.05.01, 26.01.03",90/540165,,07/11/2022,23/11/2022,,04/10/2022,08/19/2025,07/31/29,DE,DPMA,abandoned,,,,,,,3539.93,7552.72,2018-08-11,00/00/0000,
TM-0347,CL-0436,CYBERTECH,design,Trademark for CYBERTECH,Pharmaceutical preparations,"32, 12, 10",,90/421978,6635735,,,,2022/10/20,23/01/26,05/09/30,United States,USPTO,abandoned,,use-in-commerce,2018/05/27,02/19/21,,TM-INT-1086,6711.87,,16/09/21,,
TM-0348,CL-0266,NOVALUX,logo,Trademark for NOVALUX,Medical devices,"29,35,5",,89/271885,5287254,05-27-2020,,,,,,JP,JPO,registered,,,,,,,1904.31,9057.39,05/28/23,02-20-2024,
TM-0349,CL-0259,NEXGEN167,combined,Trademark for NEXGEN167,Construction materials,"21,20,18",,89/828812,,27/05/21,,09/01/19,,,,JP,JPO,opposed,,,,,ATT-3422,TM-INT-9260,,11359.67,15/03/23,,
TM-0350,CL-0125,CYBERSHIELD472,combined,Trademark for CYBERSHIELD472,Telecommunications services,"9, 12, 32","27.05.01, 26.01.03",89/837573,5378796,02-07-2021,,2020-08-11,"July 24, 2024",2025-04-01,2034-09-15,US,USPTO,published,,intent-to-use,,,ATT-8520,TM-INT-2027,2607.52,,"December 07, 2019",,Legacy trademark record
TM-0351,CL-0131,TECHVISION,design,Trademark for TECHVISION,Automotive parts,"16,12,5","27.05.01, 26.01.03",90/212492,,2022-01-07,23-09-2019,11/06/2024,,,,USA,USPTO,expired,,intent-to-use,,,ATT-7125,TM-INT-5482,5467.06,,18/09/2022,,
TM-0352,CL-0409,INNOVATE,design,Trademark for INNOVATE,Food and beverages,"29,41","27.05.01, 26.01.03",88/639456,,N/A,09/15/2018,12 January 2022,,,,United States,USPTO,cancelled,,1(b),,,,TM-INT-6637,9159.98,5490.78,01-18-2019,,
TM-0353,CL-0496,MOTORPRO815,word,,Medical devices,"28, 42",,87/573442,,"February 20, 2019",,2023/04/27,29 January 2020,17/09/26,22/12/2028,Europe,EUIPO,cancelled,,,,,ATT-5416,TM-INT-5429,13821.41,4818.06,2023-09-30,2023-11-17,Legacy trademark record
TM-0354,CL-0271,NATURALS,composite,,Medical devices,"41,30,44",,87/633100,,17 May 2022,01-08-2019,,,,,CN,CNIPA,pending,,,,,ATT-8677,TM-INT-4352,2340.86,4620.09,"June 13, 2018",03/01/2024,
TM-0355,CL-0368,INNOVATEX,combined,Trademark for INNOVATEX,Food and beverages,44,,87/990362,5428552,12-03-2019,16 September 2018,2022/03/20,,,,DE,DPMA,opposed,,,,,ATT-7513,TM-INT-8596,1464.8,2052.58,24/02/2019,,
TM-0356,CL-0144,MEDTECH88,,,Telecommunications services,"16,41",,88/259618,,2023-09-24,07/16/2019,23/07/21,,,,CN,CNIPA,opposed,,,,,,,,,01/21/20,2023/01/09,
TM-0357,CL-0406,DATASYNC,combined,Trademark for DATASYNC,Pharmaceutical preparations,32,"27.05.01, 26.01.03",89/248799,5860932,2021-06-06,08/09/2019,,,,,CN,CNIPA,published,17 August 2024,,,,ATT-6786,TM-INT-1626,12518.46,7043.71,02/15/22,,Legacy trademark record
TM-0358,CL-0015,BIOSAFE,,,Educational services,"16, 44, 25",,88/592288,,04/12/19,2022/06/06,,,,,US,USPTO,opposed,,,,,ATT-8990,TM-INT-5084,10454.35,,2021-01-27,,
TM-0359,CL-0040,SMARTFLOW,composite,,Educational services,10,,87/406830,,2019/01/07,,,,,,US,USPTO,abandoned,,1(b),,,ATT-2617,TM-INT-4279,11613.84,1357.31,"March 09, 2019",12/27/23,
TM-0360,CL-0290,CYBERTECH,word,,Pharmaceutical preparations,"45,32",,88/888852,6506150,12/05/2023,15-04-2018,09/03/2023,,,,US,USPTO,published,,,,,ATT-8358,TM-INT-9165,,,15/03/21,,
TM-0361,CL-0351,INNOVATECH846,logo,Trademark for INNOVATECH846,Computer software and hardware,"42,44,9","27.05.01, 26.01.03",88/229300,,09/20/22,,2021/05/18,,,,JP,JPO,published,29 June 2025,,,,ATT-7888,TM-INT-4318,,11174.14,1900-01-01,"September 05, 2023",Legacy trademark record
TM-0362,CL-0417,FUTURETECH372,combined,Trademark for FUTURETECH372,Clothing and apparel,35,,88/250400,,2021-05-01,2020-07-27,,11/12/2020,Unknown,10/11/30,EU,EUIPO,abandoned,,,,,ATT-9769,TM-INT-1888,7746.66,6266.71,2023/02/13,,
TM-0363,CL-0187,CARTECH545,combined,Trademark for CARTECH545,Construction materials,"11,5,17","27.05.01, 26.01.03",89/743157,,11/06/19,2021-08-01,26-10-2022,,,,United States,USPTO,registered,,1(a),22 September 2018,02/07/2019,ATT-9402,,3243.77,6306.05,06/08/2019,2024-12-28,
TM-0364,CL-0464,ORGANIC,composite,,Clothing and apparel,"20,32,17",,90/315555,,"November 20, 2020",,08-04-2022,,,,US,USPTO,published,,1(b),,,ATT-2852,TM-INT-5068,12278.28,,2018/02/25,2023/09/19,
TM-0365,CL-0076,NATURALS237,design,Trademark for NATURALS237,Computer software and hardware,18,,90/146108,6374283,"January 23, 2022",,,,,,United States,USPTO,expired,,use-in-commerce,,,ATT-8404,,,,01/13/2020,30/09/2024,
TM-0366,CL-0193,AUTOTECH,combined,Trademark for AUTOTECH,Educational services,44,,87/451502,,07/03/19,,,2024/09/23,10-23-2029,2029/07/02,US,USPTO,cancelled,,1(a),,,ATT-7527,TM-INT-6743,,2075.88,09-16-2018,,
TM-0367,CL-0005,SMARTSYS517,,,Pharmaceutical preparations,"3,45",,90/480723,5189638,11-03-2020,2020/03/28,,18-12-2024,2028/02/13,04/18/2034,DE,DPMA,expired,,,,,,TM-INT-6820,14780.76,,05/08/2018,,
TM-0368,CL-0173,SMARTSYS846,composite,,Pharmaceutical preparations,"36,35,11",,90/126040,,12 January 2022,,01/09/23,,,,EU,EUIPO,abandoned,,,,,ATT-6892,TM-INT-4538,9929.57,11331.25,22/12/2018,,
TM-0369,CL-0336,CAREPLUS,,,Educational services,"9, 21",,90/274363,6758213,14/08/19,28 August 2022,2024/01/24,,,,EU,EUIPO,cancelled,,,,,ATT-7630,TM-INT-1086,9556.55,6087.72,31/03/2022,20 November 2023,
TM-0370,CL-0413,CARTECH,combined,Trademark for CARTECH,Computer software and hardware,"32,9",,87/323985,5612009,10/21/20,,"November 21, 2020",10/04/2021,2027/08/10,2033-02-05,USA,USPTO,cancelled,,1(b),,,ATT-9861,TM-INT-3855,11495.5,7368.31,2019-10-28,,Legacy trademark record
TM-0371,CL-0479,AUTOTECH,design,Trademark for AUTOTECH,Medical devices,"21,19,32","27.05.01, 26.01.03",90/289039,,05/13/23,10/01/21,2020-03-10,,,,EU,EUIPO,pending,,,,,ATT-5380,TM-INT-9887,11749.71,4803.92,10-13-2019,,
TM-0372,CL-0404,TECHPRO,logo,Trademark for TECHPRO,Telecommunications services,"38,9,12","27.05.01, 26.01.03",88/459607,,06/04/19,01-08-2018,,03-21-2022,15-02-2029,03/29/30,USA,USPTO,cancelled,,1(a),,,,TM-INT-3793,4420.37,,12-20-2019,"October 23, 2024",
TM-0373,CL-0369,NATURALS552,design,Trademark for NATURALS552,Educational services,"28,18",,89/140925,,08/17/20,06/06/22,,2020-08-23,05/09/26,2028/06/01,JP,JPO,opposed,,,,,,TM-INT-2222,3504.21,,12/02/18,18-04-2023,
TM-0374,CL-0337,TECHPRO646,,,Computer software and hardware,"44, 28, 41",,88/893514,,2023-04-27,,02/09/20,2021/08/08,10-08-2029,"November 08, 2033",United States,USPTO,pending,,,,,ATT-2551,TM-INT-6098,4045.3,6084.81,2021/03/31,25-09-2023,
TM-0375,CL-0277,AUTOTECH438,combined,Trademark for AUTOTECH438,Computer software and hardware,"5, 11, 28","27.05.01, 26.01.03",89/767987,,08/04/2020,,1900-01-01,"August 07, 2022",02/01/2027,04/11/2032,EU,EUIPO,cancelled,,,,,ATT-7764,TM-INT-4365,7393.0,,08/16/2018,01/06/24,
TM-0376,CL-0309,TECHMASTER595,combined,Trademark for TECHMASTER595,Medical devices,"45,29",,88/333157,,07/08/21,,,03/12/20,04/30/28,"December 07, 2033",JP,JPO,registered,,,,,ATT-2149,,,7141.04,03-05-2019,,
TM-0377,CL-0262,INNOVATEX291,logo,Trademark for INNOVATEX291,Food and beverages,"20,17,3","27.05.01, 26.01.03",90/779492,5152920,19/07/20,07 September 2018,06/23/21,08/02/2022,23/09/2028,22/04/31,United States,USPTO,cancelled,,use-in-commerce,,,ATT-9073,,8925.4,,20/03/2022,19/09/2024,
TM-0378,CL-0346,INNOVATECH,,,Computer software and hardware,"41,16,44",,90/318486,,"August 19, 2023",08-04-2022,01 July 2021,,,,Europe,EUIPO,published,,,,,ATT-6413,TM-INT-6170,,,02/10/23,,
TM-0379,CL-0259,CYBERSHIELD,combined,Trademark for CYBERSHIELD,Medical devices,"21,5,11","27.05.01, 26.01.03",90/657903,5557087,23/09/2020,,2020/06/06,,,,US,USPTO,expired,,1(a),09/02/2020,03/11/20,,TM-INT-2590,4313.88,2224.99,08/15/20,,
TM-0380,CL-0137,DRIVETEC,,,Automotive parts,20,,88/188707,5747492,10/09/2023,2021/10/26,11-10-2022,,,,US,USPTO,published,,,,,ATT-2271,,12787.29,9371.64,"July 23, 2022","February 28, 2024",
TM-0381,CL-0356,TECHMASTER693,combined,Trademark for TECHMASTER693,Automotive parts,"25,42","27.05.01, 26.01.03",89/162633,5678690,2018/05/08,,1900-01-01,,,,USA,USPTO,pending,,1(b),,,ATT-5130,,1629.01,,15-07-2021,2024-04-07,Legacy trademark record
TM-0382,CL-0082,SYSTEMCORE,combined,Trademark for SYSTEMCORE,Financial services,"42,29,38","27.05.01, 26.01.03",89/610108,,15/01/23,,02/24/2024,,,,US,USPTO,expired,,intent-to-use,,,ATT-5517,TM-INT-7028,,6616.69,10-03-2019,,
TM-0383,CL-0220,CAREPLUS,composite,,Pharmaceutical preparations,"1,32",,90/474691,,01-09-2022,2021/03/12,,,,,Europe,EUIPO,expired,,,,,ATT-4225,TM-INT-9232,6519.12,,10/03/21,27/05/23,
TM-0384,CL-0020,GREENTECH329,logo,Trademark for GREENTECH329,Telecommunications services,"25,42,9",,90/341103,6646972,26-12-2019,,25/10/22,,,,US,USPTO,expired,,1(a),28 August 2022,,,TM-INT-4201,1752.4,4345.69,11/26/2018,2023/09/03,
TM-0385,CL-0276,BIOSAFE,combined,Trademark for BIOSAFE,Clothing and apparel,32,,90/213001,,2018-11-22,,,,,,United States,USPTO,pending,,use-in-commerce,11/08/19,07/29/2016,ATT-5686,,11827.77,2918.13,05/13/21,02-18-2023,Legacy trademark record
TM-0386,CL-0113,SMARTFLOW227,word,,Construction materials,"1,45,16",,87/393911,5285994,2020/09/25,,14-07-2019,,,,US,USPTO,cancelled,,intent-to-use,,,,TM-INT-8316,,,06/02/2023,07/23/2023,
TM-0387,CL-0067,TECHSTREAM,logo,Trademark for TECHSTREAM,Pharmaceutical preparations,20,,88/355716,,09/01/23,02/19/22,21/09/2022,,,,GB,UKIPO,registered,,,,,ATT-5966,TM-INT-4095,1360.04,2543.56,2023/12/07,,
TM-0388,CL-0407,WELLNESS,logo,Trademark for WELLNESS,Construction materials,"21,45",,88/400777,,29-09-2020,09/09/18,05/06/20,,,,USA,USPTO,expired,,1(b),,,ATT-7351,,7760.52,5627.71,22/02/18,,
TM-0389,CL-0319,WELLNESS,word,,Financial services,"21,18",,87/220109,,27 February 2020,,2019-04-03,,,,JP,JPO,expired,,,,,ATT-2858,,13523.36,1422.04,02/16/21,,
TM-0390,CL-0375,INNOVATEX,word,,Computer software and hardware,"38,41",,88/360620,,04/08/2022,,07-07-2021,,,,DE,DPMA,cancelled,,,,,ATT-3600,TM-INT-7308,,4712.14,Unknown,,
TM-0391,CL-0121,TECHPRO120,logo,Trademark for TECHPRO120,Computer software and hardware,"3, 16, 20","27.05.01, 26.01.03",87/382615,,07 May 2022,,"August 20, 2023",10/24/2020,11/22/2029,08/04/30,CN,CNIPA,abandoned,,,,,ATT-4315,TM-INT-3794,4486.55,,02/22/2021,,
TM-0392,CL-0024,TECHMASTER,composite,,Educational services,35,,87/129780,,"July 05, 2019",,07-05-2024,,,,Europe,EUIPO,abandoned,,,,,ATT-6965,TM-INT-2665,,,2021/11/24,04/12/2024,
TM-0393,CL-0453,NATURALS,combined,Trademark for NATURALS,Financial services,11,,90/643192,,N/A,,2021-08-15,,,,USA,USPTO,opposed,,,,,ATT-7761,TM-INT-2057,,3067.81,2020/11/12,,
TM-0394,CL-0492,AUTOTECH783,design,Trademark for AUTOTECH783,Telecommunications services,18,,89/679520,,19-11-2019,2022/05/28,"October 30, 2019",2020-09-10,20/07/2028,11/16/32,Europe,EUIPO,registered,,,,,ATT-3510,,10565.91,11480.77,2023/11/15,13/12/23,Legacy trademark record
TM-0395,CL-0407,TECHSTREAM781,,,Computer software and hardware,25,,88/230461,5024767,22/07/2018,,,,,,US,USPTO,published,2024/09/13,,,,,TM-INT-3799,11818.22,,23/01/2018,30/06/2024,
TM-0396,CL-0410,HEALTHPRO549,combined,Trademark for HEALTHPRO549,Construction materials,"5,1","27.05.01, 26.01.03",87/127974,,2021-04-20,,,,,,USA,USPTO,abandoned,,1(a),,,ATT-1969,,12160.88,,31 October 2022,2023-05-09,
TM-0397,CL-0343,SMARTSYS436,design,Trademark for SMARTSYS436,Financial services,"35, 38",,88/499445,,11-21-2019,"July 04, 2019",,2024-06-23,25-06-2028,30 September 2028,US,USPTO,cancelled,,1(a),,,ATT-9965,,2183.73,10156.7,31-12-2022,10-08-2023,
TM-0398,CL-0186,SMARTFLOW842,,,Medical devices,"17, 41, 25",,89/443928,6512691,06-13-2020,03/11/21,,,,,US,USPTO,cancelled,,,,,ATT-3404,TM-INT-5677,5088.51,,2021/05/27,13/09/2023,
TM-0399,CL-0025,ORGANIC826,composite,,Financial services,"1,3",,87/855613,,01/19/2023,,03-25-2019,21 January 2020,15/04/27,03 November 2032,JP,JPO,pending,,,,,ATT-3864,,14445.75,5807.87,"October 27, 2023",22-02-2024,Legacy trademark record
TM-0400,CL-0109,CYBERSHIELD,,,Construction materials,"1,5,20",,90/735906,6324012,05/16/19,,23/07/2019,,,,USA,USPTO,published,07/01/25,1(b),,,ATT-8927,TM-INT-3988,,,2022/08/13,2024/11/09,
TM-0401,CL-0422,FUTURETECH801,combined,Trademark for FUTURETECH801,Clothing and apparel,"29,21,30",,89/646872,,01/08/2020,"August 31, 2022",,,,,United States,USPTO,abandoned,,1(b),,,ATT-8647,,,4220.27,03/16/2021,17/02/2024,Legacy trademark record
TM-0402,CL-0016,INNOVATEX771,logo,Trademark for INNOVATEX771,Telecommunications services,"21,42",,87/867751,6512631,23/12/2022,22-08-2019,10-30-2021,26/05/2020,"October 21, 2030",05-18-2034,EU,EUIPO,abandoned,,,,,ATT-6047,,2576.35,,15/09/2022,,
TM-0403,CL-0246,DATAFLOW,word,,Construction materials,"17,28,5",,88/629584,,"October 10, 2021",,05/12/24,16/08/22,N/A,2029-02-11,JP,JPO,pending,,,,,ATT-5584,TM-INT-8441,12848.21,11079.69,09/11/2022,,
TM-0404,CL-0483,SPEEDWAY,composite,,Educational services,30,,90/779965,,04/05/20,21/05/21,,,,,CN,CNIPA,registered,,,,,ATT-8919,,13156.39,,03/11/2020,02/04/24,
TM-0405,CL-0221,MOTORPRO842,word,,Food and beverages,"38,35",,89/393327,5848549,2019-11-22,,,19/06/2020,16/02/30,2033-04-15,JP,JPO,pending,,,,,,TM-INT-7653,,,04/28/2022,10/14/2024,
TM-0406,CL-0196,WELLNESS,,,Computer software and hardware,"38,35,12",,87/296127,,2019/12/28,,,,,,GB,UKIPO,published,,,,,ATT-7727,TM-INT-8125,3568.12,2966.58,2018/10/08,,Legacy trademark record
TM-0407,CL-0301,NEXGEN,,,Telecommunications services,"45,32",,87/760835,,2021-07-28,,,,,,DE,DPMA,opposed,,,,,ATT-2666,TM-INT-2416,10371.39,9963.74,11/30/2019,02/09/23,Legacy trademark record
TM-0408,CL-0024,TECHMASTER,,,Financial services,28,,90/227514,,"September 13, 2020",,"October 04, 2022",01-11-2020,2029/01/06,09/11/2033,CN,CNIPA,expired,,,,,,TM-INT-5093,14835.08,2592.36,14 May 2020,,
TM-0409,CL-0368,ADVANCEDSYS,combined,Trademark for ADVANCEDSYS,Construction materials,11,,88/477168,6235472,27-03-2020,,12/06/2023,,,,GB,UKIPO,published,,,,,ATT-2257,TM-INT-2805,5012.92,8649.03,10-06-2018,,
TM-0410,CL-0048,ORGANIC,combined,Trademark for ORGANIC,Computer software and hardware,16,,88/138205,5516531,2018-02-16,,2021-05-31,,,,GB,UKIPO,opposed,,,,,ATT-6563,,,,10/01/18,,
TM-0411,CL-0265,SMARTFLOW,combined,Trademark for SMARTFLOW,Food and beverages,9,,87/433098,6431570,01-09-2021,05/14/2019,,"July 14, 2024",30 May 2030,1900-01-01,United States,USPTO,registered,,use-in-commerce,"May 18, 2018",24 July 2022,,TM-INT-3093,,1595.09,05/12/22,,
TM-0412,CL-0210,SYSTEMCORE,design,Trademark for SYSTEMCORE,Clothing and apparel,44,"27.05.01, 26.01.03",88/326869,5463778,13 July 2018,,11/23/2023,,,,GB,UKIPO,expired,,,,,ATT-7088,TM-INT-6336,,6509.9,27/08/19,11-26-2023,Legacy trademark record
TM-0413,CL-0316,SYSTEMCORE,design,Trademark for SYSTEMCORE,Telecommunications services,"38,12,10",,87/552535,,08-02-2020,,2023-07-20,,,,US,USPTO,cancelled,,intent-to-use,,,ATT-7894,TM-INT-2949,13968.26,,17-04-2020,,
TM-0414,CL-0213,SYSTEMTECH744,word,,Educational services,3,,88/490236,6113998,19/05/22,,23 January 2021,,,,USA,USPTO,cancelled,,1(b),,,ATT-8086,TM-INT-5808,4738.01,,08/01/19,2023/10/03,Legacy trademark record
TM-0415,CL-0449,ORGANIC,logo,Trademark for ORGANIC,Medical devices,"9,44",,90/974177,6575227,19/03/2021,,,11/11/24,2028-03-25,12/31/33,Europe,EUIPO,expired,,,,,ATT-2830,TM-INT-8040,6349.03,6465.59,2022/10/21,,
TM-0416,CL-0029,TECHSTREAM,,,Construction materials,"17, 35, 16",,89/926815,,24 February 2021,03-29-2019,13-04-2022,,,,Europe,EUIPO,abandoned,,,,,,,5277.53,3200.24,03/04/23,20 August 2023,
TM-0417,CL-0459,DATAFLOW,word,,Automotive parts,"38,20,21",,90/620168,6855118,09/29/2020,,,29 April 2024,09/14/25,26 October 2031,GB,UKIPO,abandoned,,,,,ATT-9208,TM-INT-7787,,1957.83,10/10/2021,2024-03-12,
TM-0418,CL-0327,TECHMASTER521,combined,Trademark for TECHMASTER521,Telecommunications services,20,"27.05.01, 26.01.03",88/284474,,04-08-2021,25/04/21,,,,,JP,JPO,opposed,,,,,ATT-4296,TM-INT-8819,,7227.55,2021-08-23,01/02/2024,
TM-0419,CL-0198,HEALTHPRO,logo,Trademark for HEALTHPRO,Educational services,41,,88/530185,5467214,17 January 2018,,,,,,EU,EUIPO,cancelled,,,,,,TM-INT-4528,4501.37,,01/05/2020,14-09-2024,
TM-0420,CL-0275,DRIVETEC,design,Trademark for DRIVETEC,Pharmaceutical preparations,16,,90/250376,5624862,04/03/2022,,,,,,EU,EUIPO,published,,,,,ATT-5037,,,,02/02/21,27-04-2024,
TM-0421,CL-0036,BIOSAFE,combined,Trademark for BIOSAFE,Clothing and apparel,"17, 28, 35","27.05.01, 26.01.03",87/512597,,08/12/2020,06/12/2018,,06/18/21,2026/09/01,25/07/2030,DE,DPMA,opposed,,,,,ATT-8720,TM-INT-7012,1237.52,6418.55,14-08-2018,,
TM-0422,CL-0249,TECHMASTER,word,,Educational services,"21, 38",,90/549194,6314012,2020-06-01,,,,,,Europe,EUIPO,expired,,,,,,TM-INT-1074,3686.87,9096.55,16 April 2022,,
